time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-06T09:14:52.589Z,-3.3545,139.8406,94.045,4.6,mb,17,105,1.199,0.45,us,us7000nq8q,2024-11-06T10:10:04.040Z,"121 km SW of Abepura, Indonesia",earthquake,10.17,9.677,0.141,15,reviewed,us,us
2024-11-06T07:55:50.110Z,40.349166666667,-124.412,17.48,2.45,md,33,246,0.06994,0.13,nc,nc75083136,2024-11-14T12:22:17.241Z,"11 km WNW of Petrolia, CA",earthquake,0.78,0.25,0.097,20,reviewed,nc,nc
2024-11-06T07:27:22.780Z,17.965666666667,-66.952666666667,12.28,2.87,md,15,188,0.0424,0.17,pr,pr71464973,2024-11-06T07:52:23.380Z,"4 km WSW of Fuig, Puerto Rico",earthquake,0.62,0.39,0.017905685918963,5,reviewed,pr,pr
2024-11-06T07:01:19.595Z,-21.3652,-68.6776,117.841,5,mb,48,43,0.678,1,us,us7000nq7d,2024-11-07T14:42:24.808Z,"46 km WSW of Ollagüe, Chile",earthquake,2.88,5.951,0.065,76,reviewed,us,us
2024-11-06T05:19:47.574Z,63.2062,-151.3103,0,2.6,ml,,,,0.87,ak,ak024eaf89vp,2024-11-13T06:52:10.040Z,"42 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-11-06T04:06:56.480Z,17.972166666667,-66.829,16,3.04,md,27,180,0.04792,0.3,pr,pr71464938,2024-11-06T04:32:58.820Z,"2 km SSW of Indios, Puerto Rico",earthquake,0.69,0.47,0.13415974940623,16,reviewed,pr,pr
2024-11-06T03:34:19.750Z,40.200166666667,-124.117,12.52,2.94,md,39,128,0.04966,0.17,nc,nc75083086,2024-11-13T01:09:30.732Z,"19 km N of Shelter Cove, CA",earthquake,0.27,0.38,0.146,34,reviewed,nc,nc
2024-11-06T02:50:27.639Z,-31.7172,-71.5492,43.383,4.3,mb,31,155,0.587,0.68,us,us7000nq6n,2024-11-06T03:11:24.040Z,"37 km WSW of Illapel, Chile",earthquake,2.6,9.84,0.237,5,reviewed,us,us
2024-11-06T02:23:28.240Z,19.0168,-64.7596,8,3.58,md,12,276,0.6181,0.52,pr,pr2024311000,2024-11-06T03:08:40.850Z,"75 km N of Cruz Bay, U.S. Virgin Islands",earthquake,5.74,8.24,0.07,5,reviewed,pr,pr
2024-11-06T01:14:37.330Z,17.974166666667,-66.837166666667,14.78,2.53,md,17,161,0.0297,0.18,pr,pr71464913,2024-11-06T01:36:55.340Z,"2 km SW of Indios, Puerto Rico",earthquake,0.52,0.42,0.22400720493404,8,reviewed,pr,pr
2024-11-06T00:47:43.120Z,47.364,-117.89616666667,-0.67,2.49,ml,10,81,0.1605,0.33,uw,uw62058746,2024-11-06T19:01:18.050Z,"9 km NE of Sprague, Washington",explosion,0.72,31.61,0.070780790606089,4,reviewed,uw,uw
2024-11-06T00:13:05.746Z,-4.8649,152.5106,56.164,4.2,mb,16,170,0.735,0.63,us,us6000p70m,2024-11-23T04:44:52.040Z,"63 km SSE of Kokopo, Papua New Guinea",earthquake,11.18,12.15,0.186,8,reviewed,us,us
2024-11-05T21:17:12.130Z,61.4733,-150.9441,57,2.5,ml,,,,0.22,ak,ak024e917cwd,2024-11-05T22:20:23.040Z,"24 km WSW of Susitna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-11-05T19:39:41.219Z,-12.9349,-75.1973,79.395,5.7,mww,119,59,1.862,0.85,us,us7000nq3d,2024-11-23T16:56:55.728Z,"14 km NNW of Santa Ana, Peru",earthquake,7.62,6.353,0.049,40,reviewed,us,us
2024-11-05T19:22:01.750Z,18.3215,-66.520833333333,11.75,2.55,md,7,94,0.1501,0.13,pr,pr71464883,2024-11-05T22:23:19.050Z,"5 km WSW of Ciales, Puerto Rico",earthquake,0.32,0.87,0.025376359502813,3,reviewed,pr,pr
2024-11-05T18:55:53.654Z,59.1923,-154.6924,78,2.6,ml,,,,0.6,ak,ak024e8znahx,2024-11-05T18:58:13.744Z,"27 km S of Kokhanok, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-11-05T18:55:35.807Z,60.1449,-153.1599,154.6,2.8,ml,,,,0.39,ak,ak024e8zn96w,2024-11-05T20:08:56.040Z,"64 km E of Port Alsworth, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-11-05T18:08:27.112Z,24.0815,121.8759,37.306,4.6,mb,30,66,0.742,0.75,us,us7000nq32,2024-11-06T17:43:10.505Z,"29 km ENE of Hualien City, Taiwan",earthquake,4.01,7.874,0.141,15,reviewed,us,us
2024-11-05T16:46:51.800Z,19.164,-64.568166666667,9.39,3.32,md,12,293,0.7415,0.21,pr,pr71464873,2024-11-05T18:00:04.040Z,"95 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,4.16,5.84,0.06620267679539,10,reviewed,pr,pr
2024-11-05T15:38:28.690Z,37.010333333333,-112.98416666667,26.11,2.49,ml,26,119,0.13,0.18,uu,uu80085956,2024-11-05T16:28:33.460Z,"1 km WNW of Hildale, Utah",earthquake,0.4,0.39,0.16550123483048,10,reviewed,uu,uu
2024-11-05T13:51:52.650Z,56.9695,-156.3567,25.9,3.2,ml,,,,0.75,ak,ak024e8wn9j5,2024-11-05T17:16:43.040Z,"87 km SE of Ugashik, Alaska",earthquake,,3.8,,,automatic,ak,ak
2024-11-05T13:01:12.877Z,30.9049,-116.6024,10,2.8,ml,30,257,1.771,0.67,us,us7000nq1y,2024-11-05T16:57:49.040Z,"42 km W of Las Brisas, Mexico",earthquake,7.11,2.021,0.047,60,reviewed,us,us
2024-11-05T12:43:32.940Z,19.065,-64.3493,21,3.84,md,23,231,0.7036,0.25,pr,pr2024310002,2024-11-05T14:01:27.313Z,"93 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,1.18,19.21,0.14,18,reviewed,pr,pr
2024-11-05T12:19:29.400Z,19.164666666667,-64.573833333333,32.09,3.23,md,11,300,0.7418,0.25,pr,pr71464843,2024-11-06T11:18:36.040Z,"95 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,3.66,16.76,0.06840927271022,8,reviewed,pr,pr
2024-11-05T12:15:29.900Z,19.1821,-64.5576,17,3.68,md,19,295,0.7695,0.31,pr,pr2024310001,2024-11-05T14:13:25.040Z,"97 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,5.17,10.32,0.17,16,reviewed,pr,pr
2024-11-05T12:07:43.049Z,31.665,-104.442,6.0358,2.5,ml,35,71,0,0.1,tx,tx2024vtmm,2024-11-05T13:39:37.995Z,"56 km S of Whites City, New Mexico",earthquake,0.63410390792152,0.46052564837391,0.2,30,reviewed,tx,tx
2024-11-05T11:42:32.230Z,19.16,-155.51183333333,38.35,4.75,ml,60,112,0.04722,0.11,hv,hv74522742,2024-11-17T01:29:36.150Z,"5 km SW of Pāhala, Hawaii",earthquake,0.42,0.44,0.183679842231,44,reviewed,hv,hv
2024-11-05T11:27:00.400Z,18.3133,-67.9595,7,3.46,md,15,183,0.4672,0.59,pr,pr2024310000,2024-11-10T19:22:32.196Z,"55 km ESE of Punta Cana, Dominican Republic",earthquake,6.23,2.56,0.11,8,reviewed,pr,pr
2024-11-05T10:56:55.620Z,58.0589,-137.331,14.909,2.5,ml,19,168,0.593,0.73,us,us7000nq1l,2024-11-05T11:13:37.040Z,"60 km WSW of Elfin Cove, Alaska",earthquake,3.3,6.273,0.059,38,reviewed,us,us
2024-11-05T10:14:24.819Z,-31.4303,-68.8447,114.408,4.4,mb,73,101,0.179,1.08,us,us7000nq1h,2024-11-06T09:55:04.040Z,"16 km NW of Villa Basilio Nievas, Argentina",earthquake,4.45,6.876,0.08,45,reviewed,us,us
2024-11-05T10:06:02.413Z,49.4193,147.1684,576.681,5.3,mb,104,82,3.841,0.61,us,us7000nq1g,2024-11-05T10:22:17.040Z,"296 km E of Poronaysk, Russia",earthquake,9.34,8.005,0.026,502,reviewed,us,us
2024-11-05T09:27:45.439Z,38.784,70.2761,10,4.7,mb,38,65,0.884,0.62,us,us7000nq0j,2024-11-05T13:29:05.040Z,"27 km SSE of Novobod, Tajikistan",earthquake,4.65,1.921,0.126,19,reviewed,us,us
2024-11-05T09:11:16.178Z,53.4115,-166.9821,10,2.5,ml,20,198,0.388,0.37,us,us7000nq6k,2024-11-11T09:07:18.040Z,"59 km SSW of Unalaska, Alaska",earthquake,1.46,1.995,0.128,8,reviewed,us,us
2024-11-05T09:03:02.996Z,38.5183,70.5238,10,4.7,mb,27,144,0.987,0.72,us,us7000nq0i,2024-11-05T13:31:43.092Z,"58 km SSE of Rasht, Tajikistan",earthquake,7.69,1.942,0.104,28,reviewed,us,us
2024-11-05T07:34:37.050Z,17.983,-66.831166666667,14.37,2.49,md,9,187,0.04645,0.21,pr,pr71464768,2024-11-05T07:51:48.040Z,"1 km SW of Indios, Puerto Rico",earthquake,0.69,1.1,0.025572569742245,4,reviewed,pr,pr
2024-11-05T06:52:42.355Z,69.4516,-144.0504,6.4,3.2,ml,,,,0.78,ak,ak024e8shf4x,2024-11-05T18:40:33.740Z,"77 km SSW of Kaktovik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2024-11-05T06:14:38.026Z,29.124,-97.859,2.8076,2.7,ml,31,80,0.1,0.3,tx,tx2024vtav,2024-11-07T01:36:41.643Z,"15 km SE of Stockdale, Texas",earthquake,1.2292216758476,1.962282111465,0.2,24,reviewed,tx,tx
2024-11-05T05:53:39.380Z,18.410666666667,-67.370166666667,9.16,3.4,md,18,289,0.2523,0.3,pr,pr71464753,2024-11-05T06:12:01.890Z,"14 km WNW of Rincón, Puerto Rico",earthquake,1.02,0.7,0.050310879186897,9,reviewed,pr,pr
2024-11-05T05:39:00.940Z,17.972,-66.830166666667,15.47,3.07,md,33,180,0.03631,0.28,pr,pr71464743,2024-11-05T09:49:18.040Z,"2 km SSW of Indios, Puerto Rico",earthquake,0.46,0.51,0.15088586752361,16,reviewed,pr,pr
2024-11-05T04:31:41.022Z,63.2482,-150.5942,129.2,2.7,ml,,,,0.47,ak,ak024e8r61uo,2024-11-05T04:51:07.040Z,"65 km ESE of Denali National Park, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-11-05T03:33:05.920Z,17.9625,-66.827166666667,16.62,2.57,md,12,203,0.05113,0.08,pr,pr71464718,2024-11-05T03:45:50.120Z,"3 km SSW of Indios, Puerto Rico",earthquake,0.67,0.35,0.085483188414192,8,reviewed,pr,pr
2024-11-05T03:14:07.421Z,5.2975,-77.4477,39.391,5,mww,57,57,2.105,0.56,us,us7000npzi,2024-11-05T17:45:30.105Z,"39 km NNW of Pizarro, Colombia",earthquake,8.06,2.535,0.073,18,reviewed,us,us
2024-11-05T01:48:48.283Z,16.2706,122.229,35,4.7,mb,56,132,7.153,0.65,us,us7000npz9,2024-11-17T01:46:27.776Z,"49 km SE of Minuri, Philippines",earthquake,8.88,1.854,0.083,44,reviewed,us,us
2024-11-05T00:37:14.882Z,38.0438,21.8279,82.309,4.4,mb,56,47,0.867,0.59,us,us7000npz1,2024-11-17T01:02:30.282Z,"8 km SSE of Chalandrítsa, Greece",earthquake,4.62,5.985,0.081,44,reviewed,us,us
2024-11-05T00:31:12.632Z,-20.116,-173.9599,10,5,mb,52,61,1.567,0.88,us,us7000npz0,2024-11-05T00:49:19.040Z,"53 km SE of Pangai, Tonga",earthquake,10.45,1.867,0.062,83,reviewed,us,us
2024-11-04T23:42:48.130Z,17.977333333333,-66.827333333333,15.42,2.74,md,14,182,0.04947,0.13,pr,pr71464683,2024-11-05T00:04:59.260Z,"2 km SSW of Indios, Puerto Rico",earthquake,0.4,0.56,0.19196091675058,14,reviewed,pr,pr
2024-11-04T23:11:19.851Z,-22.457,-179.553,563.476,4.3,mb,21,94,4.239,0.6,us,us7000npy6,2024-11-05T00:28:10.040Z,"south of the Fiji Islands",earthquake,12.9,14.103,0.142,14,reviewed,us,us
2024-11-04T23:08:40.000Z,19.01,-65.435666666667,11.05,3.13,md,20,243,0.7137,0.27,pr,pr71464673,2024-11-04T23:50:44.500Z,"76 km NNE of Luquillo, Puerto Rico",earthquake,1.46,2.23,0.2087535261885,18,reviewed,pr,pr
2024-11-04T22:59:46.067Z,63.0645,-150.9301,119,2.9,ml,,,,0.47,ak,ak024e7eiio8,2024-11-04T23:01:35.548Z,"63 km N of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-11-04T21:57:13.932Z,60.0816,-153.1875,133.3,2.6,ml,,,,0.32,ak,ak024e7dwl7i,2024-11-04T21:59:13.630Z,"60 km ENE of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-11-04T20:47:02.790Z,17.517666666667,-67.045166666667,9.39,2.71,md,11,290,0.4493,0.28,pr,pr71464658,2024-11-04T21:11:56.820Z,"50 km S of La Parguera, Puerto Rico",earthquake,1.34,0.88,0.064636632077884,7,reviewed,pr,pr
2024-11-04T20:46:24.759Z,25.4627,142.5562,10,4.7,mb,60,120,1.66,0.5,us,us7000npxd,2024-11-22T15:28:55.040Z,"Volcano Islands, Japan region",earthquake,12.16,1.89,0.075,54,reviewed,us,us
2024-11-04T19:16:53.232Z,-17.7986,-178.229,605.955,4.4,mb,46,105,2.645,1,us,us7000npx2,2024-11-22T15:22:51.040Z,"261 km E of Levuka, Fiji",earthquake,13.42,8.653,0.082,42,reviewed,us,us
2024-11-04T18:35:43.498Z,13.2166,-90.3145,37.024,4.2,mb,24,197,0.857,1.06,us,us7000npww,2024-11-22T15:17:32.040Z,"67 km SW of Acajutla, El Salvador",earthquake,2.05,15.971,0.159,11,reviewed,us,us
2024-11-04T17:52:17.590Z,33.2988333,-116.2831667,11.48,2.76,ml,99,17,0.06712,0.18,ci,ci40787359,2024-11-22T15:06:25.040Z,"10 km ENE of Borrego Springs, CA",earthquake,0.11,0.24,0.183,26,reviewed,ci,ci
2024-11-04T17:51:00.752Z,-12.3205,166.9492,218.732,4.5,mb,54,68,3.118,0.62,us,us7000npwt,2024-11-22T15:10:35.040Z,"184 km NNW of Sola, Vanuatu",earthquake,12.8,8.151,0.07,60,reviewed,us,us
2024-11-04T17:46:26.400Z,17.870833333333,-65.647666666667,39.14,2.76,md,14,223,0.2426,0.2,pr,pr71464638,2024-11-04T18:24:11.810Z,"28 km SE of El Negro, Puerto Rico",earthquake,1.32,1.13,0.23101267035577,5,reviewed,pr,pr
2024-11-04T16:41:29.700Z,40.497666666667,-124.806,18.98,3.1,ml,110,227,,0.19,nc,nc75082686,2024-11-10T20:52:17.040Z,"47 km W of Ferndale, CA",earthquake,0.59,0.6,0.148,24,reviewed,nc,nc
2024-11-04T15:10:56.088Z,35.5317,140.0284,70.646,4.6,mb,57,122,1.786,0.74,us,us7000npv8,2024-11-05T06:06:35.535Z,"5 km WNW of Ichihara, Japan",earthquake,6.53,7.003,0.087,39,reviewed,us,us
2024-11-04T15:03:53.104Z,-17.5119,-69.2447,159.209,4.5,mb,71,68,0.237,0.79,us,us7000npv7,2024-11-04T16:56:05.040Z,"81 km ENE of Palca, Peru",earthquake,7.67,5.566,0.076,50,reviewed,us,us
2024-11-04T13:39:04.022Z,54.4925,-163.4371,10.426,2.6,ml,14,189,0.234,0.32,us,us7000nq07,2024-11-10T21:29:12.040Z,"40 km S of False Pass, Alaska",earthquake,1.72,6.641,0.115,10,reviewed,us,us
2024-11-04T12:49:15.878Z,-20.3254,-177.55,501.088,4.6,mb,48,100,4.816,0.7,us,us7000npuw,2024-11-05T06:40:28.040Z,"252 km WNW of Houma, Tonga",earthquake,13.22,7.937,0.075,53,reviewed,us,us
2024-11-04T11:40:34.834Z,58.4412,-152.7354,40,2.5,ml,,,,0.41,ak,ak024e77unkr,2024-11-04T11:42:25.779Z,"43 km NNE of Aleneva, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-11-04T11:20:01.540Z,33.4986667,-116.5166667,12.86,3.11,ml,119,27,0.05989,0.19,ci,ci40787191,2024-11-22T13:47:00.040Z,"16 km ESE of Anza, CA",earthquake,0.11,0.24,0.185,238,reviewed,ci,ci
2024-11-04T09:13:52.613Z,-7.4553,128.0633,136.087,4.4,mb,31,60,3.441,0.87,us,us7000npu0,2024-11-04T11:21:35.040Z,"166 km NE of Lospalos, Timor Leste",earthquake,10.38,8.796,0.115,22,reviewed,us,us
2024-11-04T08:32:26.967Z,8.0326,126.3166,10,4.9,mb,71,87,1.204,0.69,us,us7000nptx,2024-11-04T09:01:09.876Z,"10 km W of Lingig, Philippines",earthquake,8.12,1.868,0.052,119,reviewed,us,us
2024-11-04T07:57:21.349Z,56.3918,-34.0674,10,4.9,mb,90,67,8.76,0.5,us,us7000npts,2024-11-04T08:20:05.040Z,"Reykjanes Ridge",earthquake,7.89,1.821,0.037,230,reviewed,us,us
2024-11-04T06:19:22.002Z,51.4204,-177.7387,46.36,4.1,mb,114,182,0.455,0.6,us,us7000nptl,2024-11-04T18:54:58.262Z,"91 km SW of Adak, Alaska",earthquake,5.63,8.439,0.057,85,reviewed,us,us
2024-11-04T06:01:54.420Z,18.078333333333,-66.7945,4.97,2.91,md,19,76,0.05809,0.35,pr,pr71464598,2024-11-04T07:01:54.329Z,"4 km WNW of Santo Domingo, Puerto Rico",earthquake,0.35,0.66,0.10735029892422,8,reviewed,pr,pr
2024-11-04T05:37:56.871Z,13.9142,-90.7397,83.52,4.4,mb,92,118,0.657,0.99,us,us7000npt3,2024-11-04T14:53:31.040Z,"4 km WSW of Iztapa, Guatemala",earthquake,7.72,10.085,0.047,133,reviewed,us,us
2024-11-04T03:26:05.370Z,-8.8571,110.2221,100.629,4.5,mb,20,132,1.809,0.42,us,us7000npsx,2024-11-22T00:24:10.040Z,"100 km S of Bambanglipuro, Indonesia",earthquake,6.11,9.183,0.181,9,reviewed,us,us
2024-11-04T02:58:35.262Z,-41.2857,174.2619,35,4.3,mwr,33,73,0.669,0.95,us,us7000npst,2024-11-21T23:46:26.647Z,"17 km E of Waikawa, New Zealand",earthquake,3.46,1.945,0.054,33,reviewed,us,us
2024-11-04T02:37:43.264Z,36.6844,70.1428,213.946,4.2,mb,51,225,1.665,0.79,us,us7000npss,2024-11-21T23:37:34.040Z,"28 km ENE of Farkhār, Afghanistan",earthquake,7.82,6.6,0.092,33,reviewed,us,us
2024-11-04T02:36:03.594Z,12.7261,-86.7874,10,4.2,mb,16,109,0.23,0.52,us,us7000npsr,2024-11-04T04:40:40.040Z,"23 km NNE of Telica, Nicaragua",earthquake,2.64,1.892,0.216,6,reviewed,us,us
2024-11-04T02:35:21.335Z,2.3382,128.396,241.989,4.3,mb,14,187,1.865,0.34,us,us6000p6sm,2024-11-21T23:19:46.040Z,"79 km NNE of Tobelo, Indonesia",earthquake,15.07,8.208,0.177,9,reviewed,us,us
2024-11-04T02:28:35.434Z,-2.2793,99.6656,10,4.6,mb,21,161,3.881,0.48,us,us6000p6sl,2024-11-21T22:28:14.040Z,"29 km SSE of Tuapejat, Indonesia",earthquake,14.22,1.947,0.151,13,reviewed,us,us
2024-11-04T00:23:16.660Z,18.108833333333,-66.998,13.27,2.54,md,17,64,0.03468,0.13,pr,pr71464578,2024-11-04T00:37:27.820Z,"5 km NW of Sabana Grande, Puerto Rico",earthquake,0.34,0.39,0.20474307190209,10,reviewed,pr,pr
2024-11-04T00:00:02.708Z,31.638,-104.373,6.0101,2.7,ml,29,74,0.1,0.1,tx,tx2024vqth,2024-11-04T21:49:01.230Z,"59 km S of Whites City, New Mexico",earthquake,0.56833109344558,0.54670028441248,0.1,24,reviewed,tx,tx
2024-11-03T21:18:40.134Z,-19.0011,-66.918,257.722,4.7,mb,75,43,2.249,1.07,us,us7000nprz,2024-11-03T21:35:02.040Z,"19 km SW of Challapata, Bolivia",earthquake,7.73,7.159,0.033,273,reviewed,us,us
2024-11-03T20:14:06.020Z,19.5688,-67.117,67,3.47,md,4,315,1.3934,0.17,pr,pr2024308000,2024-11-03T22:20:15.609Z,"118 km N of Isabela, Puerto Rico",earthquake,4.84,14.13,0,3,reviewed,pr,pr
2024-11-03T20:09:10.826Z,31.645,-104.5,6.8689,2.7,ml,33,73,0,0.1,tx,tx2024vqli,2024-11-16T15:17:02.040Z,"59 km S of Whites City, New Mexico",earthquake,0.76389919482191,0.51755893759178,0.2,31,reviewed,tx,tx
2024-11-03T19:48:44.294Z,-53.8626,2.7355,10,4.8,mb,47,64,18.04,0.51,us,us7000nprm,2024-11-22T14:17:12.040Z,"Bouvet Island region",earthquake,11.72,1.882,0.084,44,reviewed,us,us
2024-11-03T19:20:50.121Z,25.578,142.7092,10,4.7,mb,57,125,1.583,0.95,us,us7000npre,2024-11-22T14:13:52.040Z,"Volcano Islands, Japan region",earthquake,11.44,1.904,0.082,45,reviewed,us,us
2024-11-03T19:07:55.580Z,18.2855,-63.9515,4.98,3.41,md,6,341,0.6491,0.09,pr,pr71464563,2024-11-03T20:15:38.230Z,"89 km E of Cruz Bay, U.S. Virgin Islands",earthquake,5.45,4.46,0.079509239160908,5,reviewed,pr,pr
2024-11-03T18:57:53.650Z,18.155166666667,-67.628,67.93,3.11,md,15,183,0.4635,0.13,pr,pr71464553,2024-11-03T19:34:41.180Z,"44 km WSW of Stella, Puerto Rico",earthquake,1.17,0.88,0.14606280931124,9,reviewed,pr,pr
2024-11-03T18:31:22.702Z,32.315,-101.841,6.3721,3,ml,31,57,0,0.1,tx,tx2024vqie,2024-11-16T15:15:46.040Z,"21 km NNW of Stanton, Texas",earthquake,0.36503861628877,0.36292192491164,0.2,68,reviewed,tx,tx
2024-11-03T17:58:30.443Z,29.8398,56.3442,10,4.2,mb,31,94,4.877,0.56,us,us7000npr5,2024-11-22T14:07:51.040Z,"24 km WSW of Bardsīr, Iran",earthquake,7.13,1.737,0.112,22,reviewed,us,us
2024-11-03T17:30:00.790Z,17.8445,-65.671666666667,19.93,2.9,md,9,239,0.2757,0.1,pr,pr71464533,2024-11-03T18:06:05.250Z,"28 km SE of Emajagua, Puerto Rico",earthquake,0.78,11.55,0.13180832252617,5,reviewed,pr,pr
2024-11-03T17:12:32.930Z,40.608166666667,-124.12916666667,21.42,3.44,ml,51,45,0.07843,0.18,nc,nc75082566,2024-11-17T01:27:17.158Z,"3 km ENE of Fortuna, CA",earthquake,0.28,0.3,0.348,15,reviewed,nc,nc
2024-11-03T17:09:25.603Z,25.3622,142.5602,10,4.7,mb,48,141,1.759,0.54,us,us7000npqy,2024-11-22T13:57:16.040Z,"Volcano Islands, Japan region",earthquake,10.45,1.913,0.093,35,reviewed,us,us
2024-11-03T17:07:19.597Z,40.123,23.3314,10,4.6,mb,41,55,0.646,0.54,us,us6000p6lr,2024-11-21T15:27:19.040Z,"5 km WSW of Néa Fókaia, Greece",earthquake,4.18,1.837,0.129,18,reviewed,us,us
2024-11-03T17:03:52.253Z,40.1264,23.2456,9,5.2,mww,111,18,0.58,0.63,us,us7000npqn,2024-11-22T13:53:25.319Z,"10 km SW of Néa Poteídaia, Greece",earthquake,3.57,1.814,0.043,52,reviewed,us,us
2024-11-03T16:06:40.509Z,-3.415,145.8694,19.232,5,mb,32,73,5.236,0.83,us,us7000npqk,2024-11-03T16:21:50.040Z,"199 km N of Madang, Papua New Guinea",earthquake,9.99,4.973,0.094,36,reviewed,us,us
2024-11-03T15:36:05.640Z,18.884333333333,-155.1995,11.23,3.22,ml,54,259,0.3667,0.16,hv,hv74521232,2024-11-04T21:57:36.490Z,"44 km ESE of Naalehu, Hawaii",earthquake,0.43,0.42,0.16112740114362,39,reviewed,hv,hv
2024-11-03T15:34:55.690Z,25.4158,142.645,22.161,4.8,mb,34,121,1.723,0.59,us,us7000npqj,2024-11-03T16:24:37.040Z,"Volcano Islands, Japan region",earthquake,10.14,4.959,0.081,47,reviewed,us,us
2024-11-03T14:09:34.571Z,25.4411,142.5877,46.805,4.8,mb,41,129,1.687,0.71,us,us7000npqd,2024-11-23T21:19:12.040Z,"Volcano Islands, Japan region",earthquake,5.4,7.15,0.097,33,reviewed,us,us
2024-11-03T14:06:27.460Z,17.864833333333,-65.681333333333,6.29,2.91,md,17,214,0.2616,0.23,pr,pr71464523,2024-11-03T14:37:51.820Z,"26 km SE of Emajagua, Puerto Rico",earthquake,0.62,0.74,0.26140810194997,12,reviewed,pr,pr
2024-11-03T13:47:37.828Z,-28.3754,-69.0129,99.987,4.6,mb,36,88,1.562,0.82,us,us7000npqa,2024-11-23T20:41:55.545Z,"89 km WNW of Vinchina, Argentina",earthquake,7.95,8.132,0.129,18,reviewed,us,us
2024-11-03T13:32:28.144Z,63.2691,-151.1625,6.9,2.8,ml,,,,1.08,ak,ak024e5lgfz0,2024-11-03T17:59:14.086Z,"41 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-11-03T12:24:10.202Z,25.3247,142.7618,10,4.6,mb,23,115,1.838,1.36,us,us6000p6kv,2024-11-22T12:05:32.040Z,"Volcano Islands, Japan region",earthquake,10.67,1.893,0.136,16,reviewed,us,us
2024-11-03T12:20:49.175Z,25.3785,142.5678,10,4.7,mb,60,111,1.744,0.79,us,us7000npq2,2024-11-22T11:53:46.040Z,"Volcano Islands, Japan region",earthquake,4.94,1.87,0.059,87,reviewed,us,us
2024-11-03T12:09:52.136Z,25.4139,142.859,10,5,mb,65,81,1.781,0.96,us,us6000p6l2,2024-11-22T11:45:19.040Z,"Volcano Islands, Japan region",earthquake,7.88,1.859,0.042,182,reviewed,us,us
2024-11-03T12:06:47.034Z,25.4481,142.6118,10,4.9,mb,69,90,1.685,1.08,us,us7000npq0,2024-11-22T11:23:19.040Z,"Volcano Islands, Japan region",earthquake,10.91,1.896,0.069,67,reviewed,us,us
2024-11-03T12:00:37.190Z,-6.9607,129.5986,100.207,4.2,mb,12,99,2.441,0.84,us,us6000p6l5,2024-11-22T11:18:42.040Z,"Banda Sea",earthquake,10.67,21.627,0.2,7,reviewed,us,us
2024-11-03T11:47:45.550Z,19.179666666667,-155.51183333333,31.66,2.6,ml,53,100,0.05283,0.13,hv,hv74521142,2024-11-18T12:18:20.040Z,"4 km SW of Pāhala, Hawaii",earthquake,0.49,0.56,0.17222800534155,39,reviewed,hv,hv
2024-11-03T11:28:22.744Z,51.4483,-175.6585,35,3.8,ml,17,200,0.693,1.07,us,us6000p6l0,2024-11-22T11:09:35.040Z,"82 km SE of Adak, Alaska",earthquake,6.08,1.994,0.077,22,reviewed,us,us
2024-11-03T11:24:22.690Z,18.868333333333,-155.2085,10.37,2.45,ml,27,270,0.373,0.09,hv,hv74521127,2024-11-04T22:17:54.380Z,"44 km ESE of Naalehu, Hawaii",earthquake,0.75,0.8,0.14399280361733,17,reviewed,hv,hv
2024-11-03T11:17:45.766Z,-21.3804,-178.9192,574.162,4.4,mb,45,96,4.607,0.76,us,us7000nppn,2024-11-22T10:51:47.040Z,"Fiji region",earthquake,12.76,7.682,0.064,72,reviewed,us,us
2024-11-03T11:01:21.826Z,51.4904,-175.564,35,4.1,ml,24,202,0.545,0.68,us,us7000nppu,2024-11-18T12:06:44.040Z,"85 km ESE of Adak, Alaska",earthquake,4.24,2.012,0.077,22,reviewed,us,us
2024-11-03T10:56:48.615Z,51.4799,-175.6197,34,5.8,mww,131,70,0.542,0.63,us,us7000nppj,2024-11-22T11:07:03.922Z,"82 km ESE of Adak, Alaska",earthquake,4.21,1.882,0.068,21,reviewed,us,us
2024-11-03T10:41:17.660Z,18.829833333333,-155.1935,10.84,3.14,ml,44,283,0.4117,0.14,hv,hv74521092,2024-11-18T10:56:58.040Z,"48 km ESE of Naalehu, Hawaii",earthquake,0.85,1.09,0.19674918950937,33,reviewed,hv,hv
