time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-16T08:22:26.677Z,-12.2641,166.617,121.078,5.4,mww,100,29,7.127,0.98,us,us7000ns4s,2024-11-17T08:25:08.593Z,"192 km SSE of Lata, Solomon Islands",earthquake,9.38,5.009,0.066,22,reviewed,us,us
2024-11-16T07:03:06.784Z,14.2491,-93.0933,10,4.9,mww,98,152,1.599,1.1,us,us7000ns4l,2024-11-16T14:30:58.040Z,"89 km SW of Puerto Madero, Mexico",earthquake,6.69,1.898,0.051,37,reviewed,us,us
2024-11-16T07:02:28.538Z,14.1135,-93.075,10,4.1,mb,35,206,1.687,0.51,us,us7000ns4k,2024-11-17T05:54:21.040Z,"97 km SW of Puerto Madero, Mexico",earthquake,6.52,1.986,0.109,23,reviewed,us,us
2024-11-16T06:30:12.233Z,53.4005,-173.1773,250.4,3.5,ml,,,,1.61,ak,ak024eqz9gs9,2024-11-17T02:08:08.966Z,"150 km NNE of Atka, Alaska",earthquake,,3,,,reviewed,ak,ak
2024-11-16T06:30:11.189Z,52.1878,-172.5534,298.495,3.9,ml,39,193,0.955,0.49,us,us7000ns4f,2024-11-17T05:48:42.040Z,"112 km E of Atka, Alaska",earthquake,15.31,9.712,0.069,28,reviewed,us,us
2024-11-16T05:23:12.967Z,28.95,-98.31,4.4189,2.8,ml,28,67,0.1,0.2,tx,tx2024wnbq,2024-11-17T05:42:29.040Z,"16 km E of Pleasanton, Texas",earthquake,0.883675013794,2.2400157325706,0.1,14,reviewed,tx,tx
2024-11-16T05:01:57.499Z,59.1034,-152.4237,49.4,2.9,ml,,,,0.52,ak,ak024eqyhwnv,2024-11-17T05:36:04.040Z,"40 km SW of Nanwalek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-11-16T05:01:53.230Z,18.192,-67.278666666667,17.48,3.03,md,18,223,0.1297,0.18,pr,pr71465813,2024-11-16T05:19:43.530Z,"14 km SW of La Playa, Puerto Rico",earthquake,0.67,0.44,0.11735683576554,9,reviewed,pr,pr
2024-11-16T04:37:55.407Z,-2.6987,129.6822,10,4.4,mb,16,73,1.825,0.67,us,us7000ns43,2024-11-21T23:54:39.040Z,"103 km NE of Masohi, Indonesia",earthquake,8.09,1.911,0.149,15,reviewed,us,us
2024-11-16T04:14:01.454Z,28.987,-98.336,1.416,3.1,ml,28,66,0.1,0.2,tx,tx2024wmzu,2024-11-16T19:41:50.587Z,"14 km E of Pleasanton, Texas",earthquake,1.2313234850153,1.652607628973,0.1,14,reviewed,tx,tx
2024-11-16T03:51:18.136Z,-19.0652,-177.6121,535.155,4.6,mb,32,133,3.859,0.76,us,us7000ns3y,2024-11-16T04:15:10.040Z,"Fiji region",earthquake,15.74,10.026,0.122,22,reviewed,us,us
2024-11-16T02:17:09.474Z,-15.2823,-13.2696,10,5.2,mb,53,66,7.28,0.7,us,us7000ns3m,2024-11-16T02:36:28.040Z,"southern Mid-Atlantic Ridge",earthquake,11.39,1.867,0.073,61,reviewed,us,us
2024-11-15T23:29:29.760Z,18.0176,-68.2868,69,3.92,md,23,215,0.5052,0.37,pr,pr2024320000,2024-11-16T00:06:49.330Z,"52 km SE of Boca de Yuma, Dominican Republic",earthquake,2.23,3,0.07,19,reviewed,pr,pr
2024-11-15T23:05:39.762Z,-19.1981,-173.5631,118.909,4.9,mb,29,93,3.439,0.87,us,us7000ns3a,2024-11-15T23:25:21.040Z,"74 km SE of Neiafu, Tonga",earthquake,11.95,11.191,0.125,20,reviewed,us,us
2024-11-15T22:41:08.150Z,38.777833333333,-122.7555,1.49,3.01,md,94,35,0.0107,0.09,nc,nc75086856,2024-11-19T18:20:42.696Z,"0 km ENE of The Geysers, CA",earthquake,0.11,0.18,0.153,88,reviewed,nc,nc
2024-11-15T22:38:35.580Z,34.0371667,-118.934,11.1,2.86,ml,70,153,0.04297,0.26,ci,ci40793791,2024-11-17T17:55:35.768Z,"12 km WNW of Malibu, CA",earthquake,0.3,0.32,0.193,154,reviewed,ci,ci
2024-11-15T22:32:01.576Z,17.8612,-61.383,22.51,4.3,mwr,31,232,0.429,0.57,us,us7000ns32,2024-11-15T22:47:45.040Z,"52 km ENE of Codrington, Antigua and Barbuda",earthquake,6.9,8.987,0.058,29,reviewed,us,us
2024-11-15T21:39:49.248Z,-0.6274,100.1855,124.35,4.4,mb,37,174,4.379,0.78,us,us7000ns2q,2024-11-15T22:10:19.040Z,"7 km E of Pariaman, Indonesia",earthquake,7.83,9.372,0.104,27,reviewed,us,us
2024-11-15T21:39:00.210Z,37.396833333333,-118.612,8.15,3.76,ml,40,45,0.05838,0.08,nc,nc75086836,2024-11-16T21:41:52.406Z,"2 km SW of Round Valley, CA",earthquake,0.25,1.87,0.201,144,reviewed,nc,nc
2024-11-15T21:11:50.702Z,17.788,-61.4744,33.348,4.9,mb,54,93,1.306,0.83,us,us7000ns2h,2024-11-15T22:37:51.118Z,"40 km ENE of Codrington, Antigua and Barbuda",earthquake,7.12,4.799,0.043,174,reviewed,us,us
2024-11-15T20:16:15.950Z,54.0919,-164.3714,57.64,3.8,mb,18,154,0.451,0.95,us,us7000ns2a,2024-11-16T06:43:09.006Z,"91 km E of Akutan, Alaska",earthquake,8.17,14.303,0.254,4,reviewed,us,us
2024-11-15T18:51:19.869Z,27.7724,139.388,512.991,4.4,mb,130,31,2.575,0.6,us,us7000ns24,2024-11-15T19:07:23.040Z,"Bonin Islands, Japan region",earthquake,9.33,8.127,0.051,121,reviewed,us,us
2024-11-15T18:27:25.117Z,38.1575,-117.8991,7.8,2.5,ml,10,103.51,0.079,0.1517,nn,nn00887597,2024-11-15T19:13:40.666Z,"31 km SE of Mina, Nevada",earthquake,,1.6,0.61,5,reviewed,nn,nn
2024-11-15T18:07:17.120Z,-7.1362,129.5672,117.238,4.3,mb,30,117,2.618,0.89,us,us7000ns1y,2024-11-15T21:51:38.040Z,"Kepulauan Babar, Indonesia",earthquake,9.96,1.362,0.1,31,reviewed,us,us
2024-11-15T18:03:43.767Z,-4.5193,153.4229,118.965,4.6,mb,84,100,1.297,0.74,us,us7000ns1x,2024-11-15T20:18:25.040Z,"New Ireland region, Papua New Guinea",earthquake,10.17,6.427,0.064,81,reviewed,us,us
2024-11-15T17:58:51.061Z,35.8055,140.8077,49.185,4.7,mww,164,81,2.227,0.74,us,us7000ns1s,2024-11-19T15:49:28.040Z,"8 km NNW of Hasaki, Japan",earthquake,6.78,5.282,0.103,9,reviewed,us,us
2024-11-15T17:57:25.233Z,-4.5154,153.3365,120.276,4.5,mb,74,122,1.213,0.69,us,us7000ns1t,2024-11-15T19:55:32.040Z,"120 km E of Kokopo, Papua New Guinea",earthquake,10.04,6.448,0.069,70,reviewed,us,us
2024-11-15T16:45:36.913Z,23.6369,72.0928,10,4.2,mb,27,190,12.587,0.68,us,us7000nsad,2024-11-19T00:09:41.539Z,"8 km SSW of Chānasma, India",earthquake,14.52,1.953,0.121,19,reviewed,us,us
2024-11-15T15:41:05.165Z,36.0888,141.0001,48.089,4.5,mb,31,138,2.303,0.54,us,us7000ns09,2024-11-15T16:17:51.040Z,"34 km ENE of Kashima-shi, Japan",earthquake,10.73,8.747,0.118,21,reviewed,us,us
2024-11-15T15:27:42.267Z,4.7235,125.4144,83.755,4.5,mb,21,117,2.336,0.73,us,us7000nrzu,2024-11-15T16:51:42.040Z,"75 km S of Sarangani, Philippines",earthquake,11.25,9.385,0.127,18,reviewed,us,us
2024-11-15T15:02:19.749Z,27.3755,102.2018,10,4.4,mb,27,136,7.019,0.74,us,us7000nrzw,2024-11-15T16:58:59.040Z,"58 km S of Xichang, China",earthquake,5.76,1.919,0.12,20,reviewed,us,us
2024-11-15T14:17:41.446Z,28.949,-98.301,6.543,2.9,ml,25,34,0.1,0.2,tx,tx2024wlxu,2024-11-15T14:41:04.040Z,"17 km E of Pleasanton, Texas",earthquake,1.2571973449588,2.5161776103795,0.1,14,reviewed,tx,tx
2024-11-15T14:05:26.399Z,-23.3745,170.6672,18.329,4.8,mb,34,161,3.063,0.89,us,us7000nrz2,2024-11-15T14:56:32.040Z,"southeast of the Loyalty Islands",earthquake,10.73,4.859,0.107,29,reviewed,us,us
2024-11-15T13:14:34.385Z,58.9567,-154.4504,121.3,2.5,ml,,,,0.38,ak,ak024epfsrkf,2024-11-17T13:14:17.040Z,"56 km SSE of Kokhanok, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-11-15T11:51:18.970Z,28.948,-98.31,2.8564,2.8,ml,32,38,0.1,0.2,tx,tx2024wlsy,2024-11-15T13:23:52.040Z,"16 km E of Pleasanton, Texas",earthquake,1.0691652114789,2.1438229783059,0.1,17,reviewed,tx,tx
2024-11-15T11:38:19.511Z,-23.5887,170.239,10,5,mb,27,96,2.748,0.75,us,us7000nryk,2024-11-15T13:13:01.040Z,"298 km ESE of Vao, New Caledonia",earthquake,11.57,1.872,0.126,20,reviewed,us,us
2024-11-15T11:34:48.614Z,-6.3131,129.8028,12.088,4.5,mb,19,96,1.782,1.17,us,us7000nryj,2024-11-16T12:12:42.040Z,"Banda Sea",earthquake,6.94,2.805,0.132,17,reviewed,us,us
2024-11-15T11:28:29.832Z,28.95,-98.304,4.8584,2.9,ml,36,62,0.1,0.3,tx,tx2024wlsg,2024-11-16T11:51:41.040Z,"17 km E of Pleasanton, Texas",earthquake,0.91966473186637,1.7788868856744,0.1,28,reviewed,tx,tx
2024-11-15T10:51:26.058Z,-5.6417,151.4814,54.915,4.5,mb,60,45,1.593,0.56,us,us7000nryh,2024-11-15T13:28:19.040Z,"149 km E of Kimbe, Papua New Guinea",earthquake,9.44,7.214,0.078,49,reviewed,us,us
2024-11-15T10:41:05.732Z,-61.5218,153.9433,10,5.5,mww,28,113,7.524,0.31,us,us7000nryg,2024-11-16T10:44:36.940Z,"Balleny Islands region",earthquake,9.88,1.702,0.068,21,reviewed,us,us
2024-11-15T10:13:32.450Z,28.954,-98.31,8.4717,2.9,ml,33,36,0.1,0.2,tx,tx2024wlpu,2024-11-15T10:40:34.402Z,"16 km E of Pleasanton, Texas",earthquake,1.254034090072,1.7133515200369,0.1,18,reviewed,tx,tx
2024-11-15T09:08:01.955Z,43.5904,-127.4929,10,3.4,ml,63,238,1.764,0.69,us,us7000nryc,2024-11-15T12:27:29.721Z,"255 km W of Bandon, Oregon",earthquake,7.79,2.02,0.035,108,reviewed,us,us
2024-11-15T09:02:01.933Z,40.9999,40.8811,10,4.5,mwr,100,34,1.024,0.5,us,us7000nry6,2024-11-15T21:58:10.910Z,"4 km SSW of Nurluca, Turkey",earthquake,4.65,1.842,0.058,29,reviewed,us,us
2024-11-15T08:41:47.294Z,-19.3237,-172.9768,10,5.4,mb,43,86,2.892,1.36,us,us7000nry3,2024-11-16T08:45:08.512Z,"129 km SE of Neiafu, Tonga",earthquake,10.75,1.866,0.085,47,reviewed,us,us
2024-11-15T08:05:48.389Z,39.8158,15.5865,266.221,4.2,mb,49,69,0.25,0.73,us,us7000nry0,2024-11-15T08:28:18.040Z,"17 km W of San Nicola Arcella, Italy",earthquake,6.54,3.623,0.082,42,reviewed,us,us
2024-11-15T07:46:20.983Z,37.9543,37.6427,10,4.9,mb,51,55,0.629,0.69,us,us7000nrxw,2024-11-15T21:56:11.125Z,"17 km E of Nurhak, Turkey",earthquake,4.26,1.729,0.077,53,reviewed,us,us
2024-11-15T07:29:20.763Z,-5.9344,147.4578,88.138,4.8,mb,43,100,3.866,1.06,us,us7000nrxu,2024-11-15T21:44:11.286Z,"81 km NNW of Finschhafen, Papua New Guinea",earthquake,6.55,8.074,0.105,28,reviewed,us,us
2024-11-15T06:29:30.730Z,18.6015,-67.484333333333,6.22,3.08,md,16,309,0.3441,0.28,pr,pr71465748,2024-11-15T06:52:27.530Z,"38 km NW of Rincón, Puerto Rico",earthquake,1.19,1.33,0.062067917459269,10,reviewed,pr,pr
2024-11-15T06:25:26.450Z,19.3845,-155.23833333333,2.18,3.05,ml,42,74,0.01108,0.12,hv,hv74531187,2024-11-15T07:34:13.040Z,"6 km S of Volcano, Hawaii",earthquake,0.19,0.18,0.45654739300904,32,reviewed,hv,hv
2024-11-15T05:31:47.684Z,35.8741,59.1317,10,4.2,mb,19,209,2.207,0.76,us,us7000nrx0,2024-11-21T12:24:30.760Z,"48 km SE of Neyshābūr, Iran",earthquake,11.63,2.008,0.159,11,reviewed,us,us
2024-11-15T05:28:29.617Z,-4.7021,153.3201,51.891,6.6,mww,50,67,1.26,1.35,us,us7000nrwz,2024-11-17T09:55:24.266Z,"123 km ESE of Kokopo, Papua New Guinea",earthquake,8.85,7.797,0.061,26,reviewed,us,us
2024-11-15T04:11:55.660Z,19.068666666667,-155.36083333333,32.66,2.79,ml,60,205,0.1289,0.12,hv,hv74531032,2024-11-22T22:39:16.550Z,"19 km SE of Pāhala, Hawaii",earthquake,0.39,0.61,0.15578889544384,42,reviewed,hv,hv
2024-11-15T03:59:22.890Z,-31.1811,-176.5398,10,4.5,mb,19,111,2.255,1.25,us,us7000nrwu,2024-11-21T23:43:20.040Z,"Kermadec Islands region",earthquake,10.15,1.881,0.15,15,reviewed,us,us
2024-11-15T03:52:06.491Z,61.4145,-147.5214,10,2.5,ml,25,45,0.406,0.68,us,us7000nrxk,2024-11-15T22:55:47.040Z,"44 km S of Glacier View, Alaska",earthquake,1.77,1.996,0.046,62,reviewed,us,us
2024-11-15T03:46:45.931Z,6.5015,-82.4485,10,5,mww,40,160,2.854,1.41,us,us7000nrwt,2024-11-19T13:57:17.040Z,"175 km SSE of Burica, Panama",earthquake,7.92,1.948,0.055,32,reviewed,us,us
2024-11-15T03:30:31.480Z,31.924,-114.7685,27.26,2.48,ml,16,156,0.04056,0.28,ci,ci40793391,2024-11-15T23:45:46.279Z,"37 km SE of Estacion Coahuila, B.C., MX",earthquake,0.71,1.07,0.15,15,reviewed,ci,ci
2024-11-15T03:08:42.015Z,31.618,-104.53,8.2532,2.7,ml,17,71,0.1,0.2,tx,tx2024wlbx,2024-11-15T13:52:15.512Z,"63 km SSW of Whites City, New Mexico",earthquake,0.97049593109906,0.85440356815738,0.2,15,reviewed,tx,tx
2024-11-15T02:28:33.117Z,40.4394,-125.4038,26.086,2.6,ml,18,279,0.98,0.42,us,us7000nrwm,2024-11-15T22:36:01.040Z,"97 km W of Ferndale, California",earthquake,5.09,9.764,0.057,40,reviewed,us,us
2024-11-15T02:17:08.437Z,51.718,-173.612,47.711,4.7,mb,61,139,0.605,1.06,us,us7000nrwh,2024-11-15T07:18:41.383Z,"66 km SE of Atka, Alaska",earthquake,7.95,4.857,0.04,192,reviewed,us,us
2024-11-15T02:08:12.987Z,0.4717,126.6648,64.597,4.6,mb,45,54,0.762,0.61,us,us7000nrwg,2024-11-15T22:31:32.040Z,"87 km WSW of Ternate, Indonesia",earthquake,7.6,6.687,0.112,28,reviewed,us,us
2024-11-15T00:15:17.634Z,30.7305,50.6364,10,4.2,mb,36,138,5.941,0.94,us,us7000nrw8,2024-11-18T03:08:36.040Z,"9 km SE of Dehdasht, Iran",earthquake,10.8,1.977,0.124,18,reviewed,us,us
2024-11-15T00:11:58.314Z,51.5375,-178.286,55.982,5.1,mb,103,88,0.325,0.62,us,us7000nrw7,2024-11-24T00:22:11.718Z,"120 km WSW of Adak, Alaska",earthquake,4.8,3.975,0.026,497,reviewed,us,us
2024-11-15T00:04:01.790Z,48.493666666667,-123.15116666667,48.05,2.75,ml,61,34,0.09048,0.15,uw,uw62051917,2024-11-20T23:47:38.343Z,"10 km WSW of Friday Harbor, Washington",earthquake,0.26,0.37,0.18663703127042,84,reviewed,uw,uw
2024-11-14T22:42:34.920Z,19.063333333333,-155.36666666667,33.35,4.08,ml,63,204,0.1286,0.11,hv,hv74530707,2024-11-18T01:17:29.440Z,"19 km SE of Pāhala, Hawaii",earthquake,0.58,0.47,0.18898612491997,48,reviewed,hv,hv
2024-11-14T22:29:22.292Z,32.233,-101.913,6.5674,2.7,ml,38,34,0,0.1,tx,tx2024wksu,2024-11-18T01:07:45.040Z,"16 km NW of Stanton, Texas",earthquake,0.40013978403091,0.7052539247775,0.1,19,reviewed,tx,tx
2024-11-14T22:13:22.140Z,33.0413333,-117.9831667,5.88,2.71,ml,54,180,0.4146,0.22,ci,ci40793303,2024-11-17T23:44:33.040Z,"42 km NE of San Clemente Is. (SE tip), CA",earthquake,0.36,31.61,0.159,26,reviewed,ci,ci
2024-11-14T21:49:14.055Z,51.7735,-178.5798,91.834,4.7,mb,220,113,0.105,0.62,us,us7000nrv2,2024-11-17T22:59:01.585Z,"134 km W of Adak, Alaska",earthquake,6.18,3.313,0.042,175,reviewed,us,us
2024-11-14T20:49:35.333Z,28.952,-98.304,6.5674,2.7,ml,28,67,0.1,0.2,tx,tx2024wkpf,2024-11-14T23:38:04.231Z,"17 km E of Pleasanton, Texas",earthquake,1.147688131388,1.8215433884415,0.1,14,reviewed,tx,tx
2024-11-14T20:48:56.344Z,34.5768,82.8131,10,4.4,mb,62,78,7.077,0.82,us,us7000nruq,2024-11-15T14:42:29.040Z,"223 km SSE of Aqqan, China",earthquake,9.78,1.894,0.08,45,reviewed,us,us
2024-11-14T20:17:06.740Z,60.6455,-147.6826,13.3,2.5,ml,,,,0.62,ak,ak024enwg1bn,2024-11-14T20:18:34.638Z,"56 km ESE of Whittier, Alaska",earthquake,,0.1,,,automatic,ak,ak
2024-11-14T20:10:32.962Z,26.6758,125.4584,207.804,4.3,mb,58,64,2.521,1,us,us7000nruf,2024-11-14T21:22:40.040Z,"207 km N of Hirara, Japan",earthquake,8.48,6.262,0.076,49,reviewed,us,us
2024-11-14T20:04:46.842Z,-21.0741,-68.5718,140.752,4.3,mb,26,43,0.952,0.63,us,us7000nruc,2024-11-15T14:07:38.040Z,"37 km WNW of Ollagüe, Chile",earthquake,5.95,7.185,0.154,12,reviewed,us,us
2024-11-14T19:55:03.238Z,28.944,-98.306,5.8838,2.5,ml,24,66,0.1,0.2,tx,tx2024wknk,2024-11-15T13:40:39.040Z,"17 km E of Pleasanton, Texas",earthquake,1.042764431294,2.0267365598013,0.1,12,reviewed,tx,tx
2024-11-14T19:18:44.394Z,32.145,-101.058,5.6396,2.6,ml,37,48,0.2,0.1,tx,tx2024wkmf,2024-11-15T00:14:10.466Z,"23 km S of Westbrook, Texas",earthquake,0.61287090901549,2.1253258186103,0.1,21,reviewed,tx,tx
2024-11-14T19:08:17.412Z,-6.0281,104.3091,88.381,5.1,mb,89,55,2.136,0.95,us,us7000nrtu,2024-11-14T19:28:29.040Z,"124 km WSW of Bandar Lampung, Indonesia",earthquake,7.75,5.859,0.049,137,reviewed,us,us
2024-11-14T18:03:33.613Z,28.946,-98.286,2.0264,3.7,ml,33,38,0.1,0.2,tx,tx2024wkjs,2024-11-18T19:36:29.314Z,"18 km E of Pleasanton, Texas",earthquake,1.0213535380856,2.1891784906611,0.1,18,reviewed,tx,tx
2024-11-14T17:51:37.128Z,-0.2088,127.0899,38.42,4.7,mb,45,84,1.012,0.51,us,us7000nrtj,2024-11-14T18:18:30.040Z,"63 km NW of Labuha, Indonesia",earthquake,3.67,6.409,0.082,45,reviewed,us,us
2024-11-14T17:11:20.510Z,52.071166666667,-173.71166666667,2.31,3.5,ml,16,301,0.3134,0.38,av,av93365208,2024-11-15T21:38:41.750Z,"36 km ESE of Atka, Alaska",earthquake,2,1.89,0.27931339229174,16,reviewed,av,av
2024-11-14T16:09:09.050Z,19.4485,-155.23466666667,28.23,3.25,ml,65,43,0.0334,0.12,hv,hv74530357,2024-11-15T16:11:11.483Z,"0 km N of Volcano, Hawaii",earthquake,0.24,0.37,0.42405893243648,48,reviewed,hv,hv
2024-11-14T15:42:52.206Z,-7.2282,121.2182,541.374,4.5,mb,39,71,1.725,0.71,us,us7000nrrw,2024-11-14T16:06:57.040Z,"174 km NNE of Ruteng, Indonesia",earthquake,7.92,8.27,0.105,27,reviewed,us,us
2024-11-14T15:32:56.909Z,-6.6817,104.0544,39.245,4.3,mb,18,143,2.552,1.02,us,us7000nrrv,2024-11-14T15:59:50.040Z,"192 km SW of Bandar Lampung, Indonesia",earthquake,4.57,9.195,0.138,17,reviewed,us,us
2024-11-14T14:21:19.986Z,63.0454,-149.9114,82.5,2.9,ml,,,,0.53,ak,ak024enswbj9,2024-11-14T14:39:24.040Z,"61 km SW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-11-14T13:34:42.160Z,36.1525,-119.87666666667,18.58,2.87,ml,58,55,0.1415,0.13,nc,nc75086336,2024-11-15T12:41:15.009Z,"6 km WSW of Stratford, CA",earthquake,0.23,0.41,0.194,44,reviewed,nc,nc
2024-11-14T13:07:31.865Z,36.5261,70.8411,189.026,4.2,mb,32,112,2.077,0.6,us,us7000nrqj,2024-11-14T14:20:06.040Z,"37 km S of Jurm, Afghanistan",earthquake,6.61,10.024,0.16,11,reviewed,us,us
2024-11-14T11:55:00.010Z,17.995833333333,-67.105666666667,15.99,2.63,md,18,185,0.01116,0.07,pr,pr71465703,2024-11-14T12:40:41.160Z,"5 km SSW of Palmarejo, Puerto Rico",earthquake,0.37,0.28,0.053600991056153,9,reviewed,pr,pr
2024-11-14T11:15:12.948Z,38.7378,142.659,47.69,4.7,mb,26,130,2.389,0.65,us,us7000nrpa,2024-11-14T12:06:23.040Z,"89 km ESE of Ōfunato, Japan",earthquake,8.41,6.346,0.166,11,reviewed,us,us
2024-11-14T09:16:27.397Z,16.2867,-98.5612,15.14,5,mb,72,177,1.269,0.86,us,us7000nrp3,2024-11-14T15:43:20.313Z,"13 km SSW of Montecillos, Mexico",earthquake,11.73,7.291,0.035,268,reviewed,us,us
2024-11-14T07:58:13.695Z,60.9293,-147.3821,20.6,2.9,ml,,,,0.58,ak,ak024enoy7ca,2024-11-14T08:14:35.040Z,"38 km W of Tatitlek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-14T07:54:42.658Z,-22.4068,-179.556,577.324,4.5,mb,30,121,5.153,1.01,us,us7000nrnx,2024-11-14T08:11:58.040Z,"south of the Fiji Islands",earthquake,15.71,10.6,0.111,24,reviewed,us,us
2024-11-14T05:04:56.043Z,-21.2492,-68.5696,137.433,4.3,mb,20,83,0.83,0.96,us,us7000nrnn,2024-11-14T06:04:43.040Z,"32 km W of Ollagüe, Chile",earthquake,8.01,7.506,0.16,11,reviewed,us,us
2024-11-14T04:16:08.380Z,37.484833333333,-118.84316666667,7.04,2.54,md,33,60,0.1056,0.04,nc,nc75086196,2024-11-19T21:57:19.616Z,"17 km WSW of Toms Place, CA",earthquake,0.33,0.91,0.129,43,reviewed,nc,nc
2024-11-14T02:57:39.160Z,18.538666666667,-66.298833333333,75.23,2.86,md,14,216,0.227,0.14,pr,pr71465688,2024-11-14T03:11:42.360Z,"9 km NNE of Brenas, Puerto Rico",earthquake,1.09,0.79,0.18050203377646,11,reviewed,pr,pr
2024-11-14T02:40:35.178Z,38.173,-117.9166,14.2,4.3,ml,12,45.36,0.06,0.1676,nn,nn00887532,2024-11-15T02:44:37.462Z,"29 km SE of Mina, Nevada",earthquake,,0.8,0.38,5,reviewed,nn,nn
2024-11-14T02:38:16.141Z,23.8706,121.6613,25.715,4.6,mwr,90,54,0.582,0.85,us,us7000nrn9,2024-11-14T19:31:10.783Z,"13 km SSE of Hualien City, Taiwan",earthquake,3.19,5.012,0.073,18,reviewed,us,us
2024-11-14T02:12:06.138Z,29.1797,130.128,60.094,4.5,mb,32,101,2.339,0.85,us,us7000nrn4,2024-11-14T02:36:05.040Z,"95 km NNE of Tatsugō, Japan",earthquake,3.78,9.823,0.121,20,reviewed,us,us
2024-11-14T01:08:21.648Z,54.9028,-157.0526,10,3.3,ml,32,235,1.726,0.98,us,us7000nrmx,2024-11-14T01:28:31.040Z,"173 km SE of Perryville, Alaska",earthquake,5.92,1.977,0.091,16,reviewed,us,us
2024-11-14T00:46:49.220Z,19.5611,-65.1951,94,3.8,md,15,283,1.23,0.34,pr,pr2024319001,2024-11-14T01:19:16.278Z,"137 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.95,8.34,0.11,10,reviewed,pr,pr
2024-11-14T00:25:12.400Z,18.916833333333,-67.8435,3.55,3.42,md,19,182,0.6478,0.32,pr,pr71465663,2024-11-14T01:07:09.770Z,"69 km ENE of Punta Cana, Dominican Republic",earthquake,0.95,0.89,0.15052329172418,11,reviewed,pr,pr
2024-11-14T00:06:53.970Z,19.4963,-65.3205,48,3.76,md,19,247,1.1894,0.36,pr,pr2024319000,2024-11-14T00:33:13.721Z,"130 km NNE of Vieques, Puerto Rico",earthquake,2.95,12.97,0.11,11,reviewed,pr,pr
2024-11-14T00:02:13.676Z,39.9614,141.5736,77.367,4.5,mb,48,133,0.914,0.62,us,us7000nrml,2024-11-14T00:19:07.040Z,"14 km SE of Kuzumaki, Japan",earthquake,7.2,5.23,0.083,43,reviewed,us,us
2024-11-13T23:38:33.700Z,18.061333333333,-66.6815,19.08,2.71,md,21,140,0.07394,0.16,pr,pr71465643,2024-11-14T00:01:59.160Z,"2 km ENE of Tallaboa Alta, Puerto Rico",earthquake,0.37,0.27,0.17977886333844,18,reviewed,pr,pr
2024-11-13T23:12:30.100Z,17.888333333333,-66.870833333333,13.18,2.59,md,12,239,0.08363,0.16,pr,pr71465638,2024-11-13T23:37:29.680Z,"10 km SSE of Guánica, Puerto Rico",earthquake,0.75,0.43,0.34607858826406,8,reviewed,pr,pr
2024-11-13T23:09:46.450Z,18.49,-67.372666666667,18.32,2.89,md,16,295,0.1912,0.33,pr,pr71465628,2024-11-13T23:26:34.380Z,"21 km NW of Rincón, Puerto Rico",earthquake,1.34,0.66,0.14706563391424,10,reviewed,pr,pr
2024-11-13T22:38:31.520Z,19.112666666667,-68.8515,61.99,3.4,md,8,170,0.3637,0.47,pr,pr71465623,2024-11-13T23:20:24.060Z,"25 km NE of Miches, Dominican Republic",earthquake,3.3,4.52,0.014176862627869,3,reviewed,pr,pr
2024-11-13T20:55:09.170Z,17.892,-66.873833333333,12.8,2.63,md,7,240,0.08013,0.07,pr,pr71465613,2024-11-13T21:05:46.770Z,"9 km SSE of Guánica, Puerto Rico",earthquake,0.76,0.35,0.041236772485204,4,reviewed,pr,pr
2024-11-13T20:44:05.119Z,3.6817,95.7134,53.084,4.1,mb,27,155,1.968,0.97,us,us7000nrlw,2024-11-17T22:09:26.040Z,"68 km SW of Meulaboh, Indonesia",earthquake,10.07,7.241,0.127,17,reviewed,us,us
2024-11-13T18:40:42.595Z,-5.0536,102.2359,19.821,4.9,mb,92,94,0.994,0.72,us,us7000nrl4,2024-11-13T20:22:26.040Z,"138 km S of Bengkulu, Indonesia",earthquake,6.69,3.664,0.071,62,reviewed,us,us
2024-11-13T18:36:55.680Z,36.0445,-117.8113333,1.49,3.29,ml,33,47,0.04201,0.17,ci,ci40792599,2024-11-14T15:34:20.040Z,"12 km E of Coso Junction, CA",earthquake,0.18,0.26,0.117,167,reviewed,ci,ci
2024-11-13T18:13:30.360Z,17.883833333333,-68.071,4.96,3.34,md,14,222,0.693,0.36,pr,pr71465588,2024-11-13T18:45:26.600Z,"78 km SE of Boca de Yuma, Dominican Republic",earthquake,2.29,1.7,0.092129997900019,9,reviewed,pr,pr
2024-11-13T16:34:09.884Z,31.9622,140.3579,89.072,4.5,mb,42,212,1.238,0.88,us,us7000nrky,2024-11-17T02:32:58.040Z,"Izu Islands, Japan region",earthquake,10.82,8.475,0.104,27,reviewed,us,us
2024-11-13T16:13:58.373Z,56.0456,-149.2576,19.951,3.6,ml,58,198,2.521,0.57,us,us7000nrjc,2024-11-17T02:43:33.959Z,"253 km SE of Chiniak, Alaska",earthquake,7.28,7.047,0.059,38,reviewed,us,us
